pr	path	diff_status	capabilities	overlap_404
404	backend/tests/test_web_currency_minor_units.py	modified	TEST,SHARED	N
404	backend/tests/test_web_edge_runtime_contract.py	modified	TEST,SHARED	N
404	backend/tests/test_web_expense_record_symbols.py	modified	TEST,SHARED	N
404	backend/tests/test_web_foreign_bill_continuation.py	added	A01,A02,A06	N
404	backend/tests/test_web_foreign_fact_rate_recovery.py	added	TEST,SHARED	N
404	backend/tests/test_web_import_continuation.py	modified	TEST,SHARED	N
404	backend/tests/test_web_import_review_native_forms.py	modified	TEST,SHARED	N
404	backend/tests/test_web_inbox_capture.py	modified	TEST,SHARED	N
404	backend/tests/test_web_insight_fact_navigation.py	modified	TEST,SHARED	N
404	backend/tests/test_web_original_ledger_binding.py	modified	TEST,SHARED	N
404	backend/tests/test_web_planning_native_forms.py	modified	TEST,SHARED	N
404	backend/tests/test_web_rate_form_contract.py	added	TEST,SHARED	N
404	backend/tests/test_web_report_period_projection.py	modified	A12,B03	N
404	backend/tests/test_web_route_inventory.py	modified	TEST,SHARED	N
404	distribution/windows/payload/release-manifest.json	modified	C02,OUT_OF_SCOPE	N
404	docs/architecture/openapi_contract.json	modified	GENERATED,A12,DOCS,SHARED	N
404	docs/current/TICKETBOX_COMPLETE_FX_EXPORT_CONTRACT.md	modified	DOCS,SHARED	N
404	docs/current/TICKETBOX_CURRENT_PRODUCT_ATLAS.md	modified	DOCS,SHARED	N
404	docs/current/TICKETBOX_FOREIGN_BILL_CONTINUATION_CONTRACT.md	added	DOCS,SHARED	N
404	docs/current/TICKETBOX_PENDING_COMMAND_ADMISSION_CONTRACT.md	added	DOCS,SHARED	N
405	android/app/src/androidTest/java/com/ticketbox/data/repository/ManualExpenseOriginTest.kt	added	TEST,SHARED	N
405	android/app/src/androidTest/java/com/ticketbox/data/repository/RecurringOccurrenceRoomContinuityTest.kt	modified	B03,B04,B07,B10,B11	N
405	android/app/src/androidTest/java/com/ticketbox/ui/navigation/ExpenseFxContinuationRouteTest.kt	added	TEST,SHARED	Y
405	android/app/src/androidTest/java/com/ticketbox/ui/navigation/FactEntryNavigationTest.kt	modified	TEST,SHARED	Y
405	android/app/src/androidTest/java/com/ticketbox/ui/navigation/ManualCreationRouteRoomTest.kt	modified	TEST,SHARED	Y
405	android/app/src/androidTest/java/com/ticketbox/ui/navigation/RecurringPaymentJourneyRouteTest.kt	added	B01,B04,B06,B08,B10,C01	N
405	android/app/src/androidTest/java/com/ticketbox/ui/navigation/RecurringPaymentJourneyTransport.kt	added	B01,B04,B06,B08,B10,C01	N
405	android/app/src/androidTest/java/com/ticketbox/ui/screens/pending/PendingViewerRowCtaTest.kt	modified	A07,A09,A11	Y
405	android/app/src/androidTest/java/com/ticketbox/ui/screens/settings/SyncStatusScreenConfirmTest.kt	modified	TEST,SHARED	Y
405	android/app/src/main/java/com/ticketbox/data/remote/api/ExpenseDetailApi.kt	modified	A12,SHARED	Y
405	android/app/src/main/java/com/ticketbox/data/remote/dto/BudgetDto.kt	modified	A12,B03	Y
405	android/app/src/main/java/com/ticketbox/data/remote/dto/ExchangeRateDto.kt	modified	A02,A03	Y
405	android/app/src/main/java/com/ticketbox/data/remote/dto/ExpenseDto.kt	modified	A12,SHARED	Y
405	android/app/src/main/java/com/ticketbox/data/remote/dto/IncomePlanDto.kt	modified	A12	Y
405	android/app/src/main/java/com/ticketbox/data/remote/dto/InsightsDto.kt	modified	A12,SHARED	Y
405	android/app/src/main/java/com/ticketbox/data/remote/dto/ProjectionReferenceDto.kt	added	A12,SHARED	Y
405	android/app/src/main/java/com/ticketbox/data/repository/BackgroundTaskMappers.kt	modified	A04,A05	Y
405	android/app/src/main/java/com/ticketbox/data/repository/BudgetMappers.kt	modified	A12,B03	Y
405	android/app/src/main/java/com/ticketbox/data/repository/ExpenseBackgroundTaskRepository.kt	modified	A04,A05	Y
405	android/app/src/main/java/com/ticketbox/data/repository/ExpenseDetailRepository.kt	modified	A08,A09,SHARED	Y
405	android/app/src/main/java/com/ticketbox/data/repository/ExpenseEditActions.kt	modified	A03,A06,A09	Y
405	android/app/src/main/java/com/ticketbox/data/repository/ExpenseLedgerRepositoryActions.kt	modified	B07,B08,B09	N
405	android/app/src/main/java/com/ticketbox/data/repository/ExpenseManualCreation.kt	added	B07,B08	N
405	android/app/src/main/java/com/ticketbox/data/repository/ExpenseMappers.kt	modified	A08,A09,SHARED	Y
405	android/app/src/main/java/com/ticketbox/data/repository/ExpenseOffsetDispatchers.kt	modified	A12,B12	Y
405	android/app/src/main/java/com/ticketbox/data/repository/ExpenseOffsetRepository.kt	modified	A12,B12	Y
405	android/app/src/main/java/com/ticketbox/data/repository/ExpenseRepository.kt	modified	A08,A09,SHARED	Y
405	android/app/src/main/java/com/ticketbox/data/repository/ExpenseRepositoryCore.kt	modified	A08,B08	Y
405	android/app/src/main/java/com/ticketbox/data/repository/IncomePlanRepository.kt	modified	A12	Y
405	android/app/src/main/java/com/ticketbox/domain/model/Budget.kt	modified	A12,B03	Y
405	android/app/src/main/java/com/ticketbox/domain/model/Expense.kt	modified	A12,SHARED	Y
405	android/app/src/main/java/com/ticketbox/domain/model/ExpenseOffsetFacts.kt	modified	A12,B12	Y
405	android/app/src/main/java/com/ticketbox/domain/model/PendingReviewAction.kt	modified	A04,SHARED	Y
405	android/app/src/main/java/com/ticketbox/domain/model/Reports.kt	modified	A12,SHARED	Y
405	android/app/src/main/java/com/ticketbox/ui/components/CurrencyReferenceDates.kt	added	A11,SHARED	Y
405	android/app/src/main/java/com/ticketbox/ui/navigation/DataQualityRoute.kt	modified	A11	Y
405	android/app/src/main/java/com/ticketbox/ui/navigation/ExpenseEditRoute.kt	modified	A03,A06,A09	Y
405	android/app/src/main/java/com/ticketbox/ui/navigation/ExpenseFactRoute.kt	modified	A09,B12,SHARED	Y
405	android/app/src/main/java/com/ticketbox/ui/navigation/MainNavGraph.kt	modified	A09,B12,SHARED	Y
405	android/app/src/main/java/com/ticketbox/ui/navigation/ManualExpenseSubmissionRoute.kt	modified	A09,B12,SHARED	Y
405	android/app/src/main/java/com/ticketbox/ui/navigation/PlanNavigationRoutes.kt	modified	A09,B12,SHARED	N
405	android/app/src/main/java/com/ticketbox/ui/navigation/RecurringOccurrenceRoute.kt	modified	B03,B04,B07,B10,B11	N
405	android/app/src/main/java/com/ticketbox/ui/navigation/RecurringPaymentNavigation.kt	added	B03,SHARED	N
405	android/app/src/main/java/com/ticketbox/ui/navigation/RecurringPaymentRoute.kt	added	B03,SHARED	N
405	android/app/src/main/java/com/ticketbox/ui/navigation/RecurringRoute.kt	modified	B03,SHARED	N
405	android/app/src/main/java/com/ticketbox/ui/screens/ExpenseEditScreen.kt	modified	A03,A06,A09	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/IncomePlanScreen.kt	modified	A12	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/LedgerManualExpenseSheet.kt	modified	B04,B06,B07	N
405	android/app/src/main/java/com/ticketbox/ui/screens/PendingScreen.kt	modified	A04,SHARED	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/budget/BudgetSummaryCard.kt	modified	A12,B03	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/expense/ExpenseCurrencySelector.kt	modified	A03,A06,A09	N
405	android/app/src/main/java/com/ticketbox/ui/screens/expense/ExpenseEditFormValues.kt	added	A03,A06,A09	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/expense/ExpenseFxStatusCard.kt	added	A03,A06,A09	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/expense/fact/FactOffsetSheets.kt	modified	A12,B12	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/expense/fact/FactOffsetsSection.kt	modified	A12,B12	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/pending/PendingExpenseReviewRow.kt	modified	A07,A09,A11,A08	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/pending/PendingFilters.kt	modified	A07,A09,A11	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/plan/BudgetAdviceInputsContent.kt	modified	A12,B03	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/plan/PlanOverviewComponents.kt	modified	A11,SHARED	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/recurring/RecurringEditorForm.kt	modified	B01,B02,B06	N
405	android/app/src/main/java/com/ticketbox/ui/screens/recurring/RecurringEditorSession.kt	modified	B01,B02,B06	N
405	android/app/src/main/java/com/ticketbox/ui/screens/recurring/RecurringEditorSheet.kt	modified	B01,B02,B06	N
405	android/app/src/main/java/com/ticketbox/ui/screens/recurring/RecurringOccurrenceSheet.kt	modified	B03,B04,B07,B10,B11	N
405	android/app/src/main/java/com/ticketbox/ui/screens/settings/SyncStatusOverview.kt	modified	A11,SHARED	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/stats/PendingOverviewCard.kt	modified	A04,SHARED	Y
405	android/app/src/main/java/com/ticketbox/ui/screens/tasks/BackgroundTaskPresentation.kt	modified	A04,A05	Y
405	android/app/src/main/java/com/ticketbox/viewmodel/ExpenseEditViewModel.kt	modified	A03,A06,A09	Y
405	android/app/src/main/java/com/ticketbox/viewmodel/ExpenseEditViewModelFx.kt	added	A03,A06,A09	Y
405	android/app/src/main/java/com/ticketbox/viewmodel/ExpenseFactViewModel.kt	modified	A09,A10,SHARED	Y
405	android/app/src/main/java/com/ticketbox/viewmodel/ExpenseFactViewModelOffsets.kt	modified	A12,B12	Y
405	android/app/src/main/java/com/ticketbox/viewmodel/ExpenseFactViewModelOffsetsCommands.kt	modified	A12,B12	Y
405	android/app/src/main/java/com/ticketbox/viewmodel/ExpenseFactViewModelOffsetsVoid.kt	modified	A12,B12	Y
405	android/app/src/main/java/com/ticketbox/viewmodel/IncomePlanViewModel.kt	modified	A12	Y
405	android/app/src/main/java/com/ticketbox/viewmodel/PendingReviewQueue.kt	modified	A04,SHARED	Y
405	android/app/src/main/java/com/ticketbox/viewmodel/RecurringOccurrenceViewModel.kt	modified	B03,B04,B07,B10,B11	N
405	android/app/src/main/res/values/strings.xml	modified	SHARED,UI	Y
405	android/app/src/main/res/values/strings_expense_fact.xml	modified	SHARED,UI	Y
405	android/app/src/main/res/values/strings_recurring_payment.xml	added	B03,SHARED	N
405	android/app/src/test/java/com/ticketbox/data/remote/dto/BackgroundTaskDtoContractTest.kt	modified	A04,A05	Y
405	android/app/src/test/java/com/ticketbox/data/remote/dto/OpenApiContractGateTest.kt	modified	TEST,SHARED	Y
405	android/app/src/test/java/com/ticketbox/data/repository/BudgetMappersTest.kt	modified	A12,B03	Y
405	android/app/src/test/java/com/ticketbox/data/repository/ExpenseFxRepositoryTest.kt	added	TEST,SHARED	Y
405	android/app/src/test/java/com/ticketbox/data/repository/ExpenseOffsetDispatchersTest.kt	modified	A12,B12	Y
405	android/app/src/test/java/com/ticketbox/data/repository/ExpenseOffsetRepositoryTest.kt	modified	A12,B12	Y
405	android/app/src/test/java/com/ticketbox/data/repository/FakeApiService.kt	modified	TEST,SHARED	Y
405	android/app/src/test/java/com/ticketbox/data/repository/LedgerRepositoryTestFixtures.kt	modified	TEST,SHARED	Y
405	android/app/src/test/java/com/ticketbox/ui/navigation/DataQualityRouteTest.kt	modified	A11	Y
405	android/app/src/test/java/com/ticketbox/viewmodel/ExpenseEditViewModelTest.kt	modified	A03,A06,A09	Y
405	android/app/src/test/java/com/ticketbox/viewmodel/ExpenseFactViewModelOffsetsTest.kt	modified	A12,B12	Y
405	android/app/src/test/java/com/ticketbox/viewmodel/ExpenseFxViewModelTest.kt	added	TEST,SHARED	Y
405	backend/app/models/background_task.py	modified	A04,A05	Y
405	backend/app/models/exchange.py	modified	A04,SHARED	Y
405	backend/app/routes/_web_correction_page.py	modified	A09,B12,SHARED	N
405	backend/app/routes/_web_expense_edit_command.py	modified	A09,B12,SHARED	Y
405	backend/app/routes/_web_expense_fact.py	modified	A09,B12,SHARED	N
405	backend/app/routes/_web_expense_fx.py	added	A09,B12,SHARED	Y
405	backend/app/routes/_web_expense_helpers.py	modified	A09,B12,SHARED	Y
405	backend/app/routes/_web_expense_return_context.py	modified	B10,B12	Y
405	backend/app/routes/_web_money_views.py	modified	A09,B12,SHARED	Y
405	backend/app/routes/_web_rate_recovery.py	added	A09,B12,SHARED	Y
405	backend/app/routes/expenses.py	modified	A09,B12,SHARED	Y
405	backend/app/routes/imports.py	modified	A09,B12,SHARED	Y
405	backend/app/routes/income_plans.py	modified	A12	Y
405	backend/app/routes/web_bill_split.py	modified	A09,B12,SHARED	N
405	backend/app/routes/web_budget_advise.py	modified	A09,B12,SHARED	Y
405	backend/app/routes/web_budgets.py	modified	A09,B12,SHARED	Y
405	backend/app/routes/web_debt_create.py	modified	A12	Y
405	backend/app/routes/web_expense_correction.py	modified	A09,B12,SHARED	Y
405	backend/app/routes/web_expense_correction_rate.py	modified	A09,B12,SHARED	Y
405	backend/app/routes/web_expense_create.py	modified	B04,B05,B09,B12	N
405	backend/app/routes/web_expense_edit.py	modified	A09,B12,SHARED	Y
405	backend/app/routes/web_expense_lifecycle.py	modified	A10,B12	Y
405	backend/app/routes/web_expense_offsets.py	modified	A12,B12	Y
405	backend/app/routes/web_import_export.py	modified	A09,B12,SHARED	Y
405	backend/app/routes/web_income_plans.py	modified	A12	Y
405	backend/app/routes/web_pending.py	modified	A04,SHARED	Y
405	backend/app/routes/web_recurring.py	modified	B01,B02	N
405	backend/app/routes/web_recurring_occurrences.py	modified	B04,B10,B11	N
405	backend/app/routes/web_reports.py	modified	A09,B12,SHARED	Y
405	backend/app/schemas/_admin.py	modified	A12	Y
405	backend/app/schemas/_budget_advisor.py	modified	A12	Y
405	backend/app/schemas/_budgets.py	modified	A12	Y
405	backend/app/schemas/_exchange.py	modified	A04,SHARED	Y
405	backend/app/schemas/_expense.py	modified	A12	Y
405	backend/app/schemas/_income_plan.py	modified	A12	Y
405	backend/app/services/background_task_executor.py	modified	A04,A05	Y
405	backend/app/services/background_task_registry.py	modified	A04,A05	Y
405	backend/app/services/background_task_response.py	modified	A04,A05	Y
405	backend/app/services/background_task_service.py	modified	A04,A05	Y
405	backend/app/services/background_task_worker.py	modified	A04,A05	Y
405	backend/app/services/budget_advisor_service/_inputs_builder.py	modified	A04,A06,SHARED	Y
405	backend/app/services/budget_service.py	modified	A04,A06,SHARED	Y
405	backend/app/services/csv_import_batch_service/__init__.py	modified	A01	Y
405	backend/app/services/csv_import_batch_service/_apply.py	modified	A01	Y
405	backend/app/services/csv_import_batch_service/_queries.py	modified	A01	Y
405	backend/app/services/data_quality_service.py	modified	A11	Y
405	backend/app/services/debt_service/_money.py	modified	A12	Y
405	backend/app/services/exchange_rate_service.py	modified	A02,A03	Y
405	backend/app/services/expense_edit_command_service.py	modified	A04,A06,SHARED	Y
405	backend/app/services/expense_offset_money.py	modified	A12,B12	Y
405	backend/app/services/expense_response_service.py	modified	A04,A06,SHARED	Y
405	backend/app/services/expense_service/_create.py	modified	A04,A06,SHARED	Y
405	backend/app/services/expense_service/_fx.py	added	A04,A06,SHARED	Y
405	backend/app/services/expense_service/_update.py	modified	A04,A06,SHARED	Y
405	backend/app/services/expense_split_service.py	modified	A04,A06,SHARED	Y
405	backend/app/services/fx_rate_provider.py	modified	A04,SHARED	Y
405	backend/app/services/import_service.py	modified	A04,A06,SHARED	Y
405	backend/app/services/income_plan_service/_forecast.py	modified	A12	Y
405	backend/app/services/money_projection_service.py	modified	A12,B03	Y
405	backend/app/services/pending_enrichment_task_service.py	modified	A04,SHARED	Y
405	backend/app/services/pending_fx_task_service.py	added	A02,A04,A05,A06	Y
405	backend/app/services/recurring_occurrence_query.py	modified	B03,SHARED	Y
405	backend/app/services/recurring_service.py	modified	B03,SHARED	Y
405	backend/app/services/reports_service/_history.py	modified	A04,A06,SHARED	Y
405	backend/app/static/web/desktop/drawer.js	modified	B05,A11,SHARED	Y
405	backend/app/static/web/manual-drafts.js	modified	B05	N
405	backend/app/static/web/manual-entry.js	modified	B05	N
405	backend/app/templates/owner/fx.html	modified	A04,SHARED	Y
405	backend/app/templates/web/_edit_drawer.html	modified	A11,SHARED	Y
405	backend/app/templates/web/_expense_core_fields.html	modified	A11,SHARED	Y
405	backend/app/templates/web/_expense_fx.html	added	A11,SHARED	Y
405	backend/app/templates/web/_fact_offsets.html	modified	A12,B12	Y
405	backend/app/templates/web/_fact_rate_recovery.html	added	A11,SHARED	Y
405	backend/app/templates/web/budget_advise.html	modified	A11,SHARED	Y
405	backend/app/templates/web/budgets.html	modified	A11,SHARED	Y
405	backend/app/templates/web/data_quality.html	modified	A11	Y
405	backend/app/templates/web/debt_new.html	modified	A12	Y
405	backend/app/templates/web/edit.html	modified	A11,SHARED	Y
405	backend/app/templates/web/expense_new.html	modified	B04,B05	N
405	backend/app/templates/web/import_batch.html	modified	A11,SHARED	Y
405	backend/app/templates/web/import_export.html	modified	A11,SHARED	Y
405	backend/app/templates/web/income_plans.html	modified	A12	Y
405	backend/app/templates/web/partials/reference_rates.html	added	A11,SHARED	Y
405	backend/app/templates/web/pending.html	modified	A04,SHARED	Y
405	backend/app/templates/web/recurring.html	modified	B01,B02,B03	N
405	backend/app/templates/web/recurring_occurrence.html	modified	B04,B10,B11	N
405	backend/app/templates/web/reports.html	modified	A11,SHARED	Y
405	backend/migrations/versions/20260912_0001_fx_continuation.py	added	A12	Y
405	backend/scripts/_audit_mutate_token_coverage.py	modified	A09,A12,SHARED	Y
405	backend/scripts/_audit_tag_relation_contract.py	modified	A09,A12,SHARED	Y
405	backend/scripts/codebase_audit_gate.py	modified	A09,A12,SHARED	Y
405	backend/tests/conftest.py	modified	TEST,SHARED	Y
405	backend/tests/fixtures/drawer_fx_original_form_contract.html	added	TEST,SHARED	Y
405	backend/tests/fixtures/manual_draft_bfcache_contract.cjs	modified	TEST,SHARED	N
405	backend/tests/test_alembic_fx_continuation_migration.py	added	TEST,SHARED	Y
405	backend/tests/test_background_task_claim.py	modified	A04,A05	Y
405	backend/tests/test_background_task_completion.py	added	A04,A05	Y
405	backend/tests/test_background_task_continuation.py	modified	A04,A05	Y
405	backend/tests/test_budget_inputs_projection.py	modified	A12,B03	Y
405	backend/tests/test_correction_fx_continuation_api.py	modified	TEST,SHARED	Y
405	backend/tests/test_csv_import_apply_desktop_revalidation.py	modified	A01	Y
405	backend/tests/test_csv_import_apply_integrity.py	modified	A01	Y
405	backend/tests/test_csv_import_batches_apply_lease.py	modified	A01	Y
405	backend/tests/test_csv_import_batches_create_validate.py	modified	A01	Y
405	backend/tests/test_csv_import_fx_tasks.py	added	A01	Y
405	backend/tests/test_debt_repayment.py	modified	A12	Y
405	backend/tests/test_debts.py	modified	A12	Y
405	backend/tests/test_exchange_rates.py	modified	A02,A03	Y
405	backend/tests/test_expense_captured_currency_contract.py	modified	TEST,SHARED	Y
405	backend/tests/test_expense_local_ref_mutation.py	modified	TEST,SHARED	Y
405	backend/tests/test_expense_offset_fx.py	modified	A12,B12	Y
405	backend/tests/test_expense_offset_lifecycle.py	modified	A12,B12	Y
405	backend/tests/test_foreign_bill_capture_producers.py	added	A01,A02,A06	Y
405	backend/tests/test_foreign_bill_continuation.py	added	A01,A02,A06	Y
405	backend/tests/test_frozen_money_rate_recovery.py	added	TEST,SHARED	Y
405	backend/tests/test_fx_frankfurter_and_fallback.py	modified	TEST,SHARED	Y
405	backend/tests/test_fx_historical_cache.py	added	TEST,SHARED	Y
405	backend/tests/test_fx_historical_provider.py	added	TEST,SHARED	Y
405	backend/tests/test_import_export.py	modified	TEST,SHARED	Y
405	backend/tests/test_manual_create_receipt_api.py	modified	TEST,SHARED	Y
405	backend/tests/test_member_repayment_proposal_fx.py	modified	TEST,SHARED	Y
405	backend/tests/test_pending_enrichment_task_service.py	modified	A04,SHARED	Y
405	backend/tests/test_pending_fx_task_execution.py	added	A02,A04,A05,A06	Y
405	backend/tests/test_pending_fx_task_service.py	added	A02,A04,A05,A06	Y
405	backend/tests/test_period_report_history_projection.py	modified	A12,B03	Y
405	backend/tests/test_plan_valuation_reference.py	added	TEST,SHARED	Y
405	backend/tests/test_recurring_occurrences.py	modified	B03,SHARED	N
405	backend/tests/test_route_security_matrix.py	modified	TEST,SHARED	Y
405	backend/tests/test_tags.py	modified	TEST,SHARED	Y
405	backend/tests/test_upload_enrichment_admission.py	modified	A01	Y
405	backend/tests/test_upload_intent_continuity.py	modified	A01	Y
405	backend/tests/test_uploads.py	modified	A01	Y
405	backend/tests/test_web_correction_rate.py	modified	TEST,SHARED	Y
405	backend/tests/test_web_currency_minor_units.py	modified	TEST,SHARED	Y
405	backend/tests/test_web_edge_runtime_contract.py	modified	TEST,SHARED	Y
405	backend/tests/test_web_expense_record_symbols.py	modified	TEST,SHARED	Y
405	backend/tests/test_web_foreign_bill_continuation.py	added	A01,A02,A06	Y
405	backend/tests/test_web_foreign_fact_rate_recovery.py	added	TEST,SHARED	Y
405	backend/tests/test_web_import_continuation.py	modified	TEST,SHARED	Y
405	backend/tests/test_web_import_review_native_forms.py	modified	TEST,SHARED	Y
405	backend/tests/test_web_inbox_capture.py	modified	TEST,SHARED	Y
405	backend/tests/test_web_insight_fact_navigation.py	modified	TEST,SHARED	Y
405	backend/tests/test_web_manual_draft_contract.py	modified	TEST,SHARED	N
405	backend/tests/test_web_original_ledger_binding.py	modified	TEST,SHARED	Y
405	backend/tests/test_web_planning_native_forms.py	modified	TEST,SHARED	Y
405	backend/tests/test_web_rate_form_contract.py	added	TEST,SHARED	Y
405	backend/tests/test_web_recurring_form_continuity.py	modified	B01,B02	N
405	backend/tests/test_web_recurring_payment_journey.py	added	B03,SHARED	N
405	backend/tests/test_web_recurring_payment_surface.py	added	B03,SHARED	N
405	backend/tests/test_web_report_period_projection.py	modified	A12,B03	Y
405	backend/tests/test_web_route_inventory.py	modified	TEST,SHARED	Y
405	desktop/tests/test_web_manual_draft_edge.py	modified	C02,OUT_OF_SCOPE	N
405	distribution/windows/payload/release-manifest.json	modified	C02,OUT_OF_SCOPE	Y
405	docs/architecture/openapi_contract.json	modified	GENERATED,A12,DOCS,SHARED	Y
405	docs/current/TICKETBOX_CURRENT_PRODUCT_ATLAS.md	modified	DOCS,SHARED	Y
405	docs/current/TICKETBOX_FOREIGN_BILL_CONTINUATION_CONTRACT.md	added	DOCS,SHARED	Y
405	docs/current/TICKETBOX_RECURRING_PAYMENT_JOURNEY_CONTRACT.md	added	DOCS,SHARED	N
409	android/app/src/main/java/com/ticketbox/viewmodel/PendingUiStateReducer.kt	modified	A09,A10	N
409	android/app/src/main/java/com/ticketbox/viewmodel/PendingViewModel.kt	modified	A09,A10	N
409	android/app/src/main/java/com/ticketbox/viewmodel/PendingViewModelCommands.kt	modified	A09,A10	N
409	android/app/src/test/java/com/ticketbox/viewmodel/PendingViewModelReviewActionsTest.kt	modified	A09,A10	N
409	android/app/src/test/java/com/ticketbox/viewmodel/PendingViewModelReviewSheetAndStateTest.kt	modified	A09,A10	N
409	android/app/src/test/java/com/ticketbox/viewmodel/PendingViewModelReviewTestSupport.kt	modified	A09,A10	N
409	android/app/src/test/java/com/ticketbox/viewmodel/PendingViewModelReviewUndoBannerTest.kt	modified	A09,A10	N
412	android/app/src/androidTest/java/com/ticketbox/data/repository/RecurringOccurrenceRoomContinuityTest.kt	modified	B03,B04,B07,B10,B11	N
412	android/app/src/main/java/com/ticketbox/data/repository/ExpenseLedgerRepositoryActions.kt	modified	B07,B08,B09	N
412	android/app/src/main/java/com/ticketbox/domain/model/Expense.kt	modified	A12,SHARED	N
412	android/app/src/main/java/com/ticketbox/ui/navigation/PlanNavigationRoutes.kt	modified	A09,B12,SHARED	N
412	android/app/src/main/java/com/ticketbox/ui/navigation/RecurringOccurrenceRoute.kt	modified	B03,B04,B07,B10,B11	N
412	android/app/src/main/java/com/ticketbox/ui/navigation/RecurringRoute.kt	modified	B03,SHARED	N
412	android/app/src/main/java/com/ticketbox/ui/screens/LedgerManualExpenseSheet.kt	modified	B04,B06,B07	N
412	android/app/src/main/java/com/ticketbox/ui/screens/recurring/RecurringOccurrenceSheet.kt	modified	B03,B04,B07,B10,B11	N
412	android/app/src/main/java/com/ticketbox/viewmodel/RecurringOccurrenceViewModel.kt	modified	B03,B04,B07,B10,B11	N
412	android/app/src/main/java/com/ticketbox/viewmodel/RecurringPeriodPaymentSession.kt	added	B04,B06,B07,B08,B13	N
412	android/app/src/main/res/values/strings_recurring_occurrence.xml	modified	B03,SHARED	N
412	android/app/src/test/java/com/ticketbox/ui/screens/recurring/RecurringPeriodPaymentSurfaceTest.kt	added	B04,B06,B07,B08,B13	N
412	android/app/src/test/java/com/ticketbox/viewmodel/RecurringOccurrenceViewModelTest.kt	modified	B03,B04,B07,B10,B11	N
412	backend/app/routes/_web_expense_return_context.py	modified	B10,B12	N
412	backend/app/routes/web_expense_create.py	modified	B04,B05,B09,B12	N
412	backend/app/routes/web_expense_lifecycle.py	modified	A10,B12	N
412	backend/app/routes/web_recurring_occurrences.py	modified	B04,B10,B11	N
412	backend/app/templates/web/expense_new.html	modified	B04,B05	N
412	backend/app/templates/web/recurring_occurrence.html	modified	B04,B10,B11	N
412	backend/tests/test_web_period_payment_fx_link_journey.py	added	B09,B10,B11,C01	N
412	backend/tests/test_web_recurring_occurrences.py	modified	B04,B10,B11	N
412	docs/architecture/openapi_contract.json	modified	GENERATED,A12,DOCS,SHARED	N
413	android/app/src/main/java/com/ticketbox/viewmodel/PendingViewModelCommands.kt	modified	A09,A10	N
413	android/app/src/test/java/com/ticketbox/viewmodel/PendingViewModelReviewActionsTest.kt	modified	A09,A10	N
413	android/app/src/test/java/com/ticketbox/viewmodel/PendingViewModelReviewTestSupport.kt	modified	A09,A10	N
414	android/app/src/androidTest/java/com/ticketbox/data/repository/RecurringOccurrenceConnectedFixture.kt	modified	B03,B04,B07,B10,B11	N
414	android/app/src/androidTest/java/com/ticketbox/data/repository/RecurringOccurrenceRoomContinuityTest.kt	modified	B03,B04,B07,B10,B11	N
414	android/app/src/main/java/com/ticketbox/ui/navigation/RecurringOccurrenceRoute.kt	modified	B03,B04,B07,B10,B11	N
414	android/app/src/main/java/com/ticketbox/ui/navigation/RecurringRoute.kt	modified	B03,SHARED	N
414	android/app/src/main/java/com/ticketbox/ui/screens/LedgerManualExpenseSheet.kt	modified	B04,B06,B07	N
414	android/app/src/main/java/com/ticketbox/viewmodel/RecurringOccurrenceViewModel.kt	modified	B03,B04,B07,B10,B11	N
414	android/app/src/main/java/com/ticketbox/viewmodel/RecurringPeriodPaymentSession.kt	modified	B04,B06,B07,B08,B13	N
414	android/app/src/test/java/com/ticketbox/ui/screens/recurring/RecurringPeriodPaymentSurfaceTest.kt	modified	B04,B06,B07,B08,B13	N
414	android/app/src/test/java/com/ticketbox/viewmodel/RecurringOccurrenceViewModelTest.kt	modified	B03,B04,B07,B10,B11	N
415	android/app/src/androidTest/java/com/ticketbox/ui/screens/RecurringEditorRestorationTest.kt	modified	B01,B06	N
415	android/app/src/main/java/com/ticketbox/ui/screens/recurring/RecurringEditorForm.kt	modified	B01,B02,B06	N
415	android/app/src/main/java/com/ticketbox/ui/screens/recurring/RecurringEditorSession.kt	modified	B01,B02,B06	N
415	android/app/src/main/java/com/ticketbox/ui/screens/recurring/RecurringEditorSheet.kt	modified	B01,B02,B06	N
415	android/app/src/test/java/com/ticketbox/ui/screens/RecurringCapturedCurrencyEditorTest.kt	modified	B01,B02	N
415	backend/app/routes/web_recurring.py	modified	B01,B02	N
415	backend/app/templates/web/recurring.html	modified	B01,B02,B03	N
415	backend/tests/test_web_recurring_form_continuity.py	modified	B01,B02	N
